ad_id,time,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
195552,2018-01-03 13:57:22,,,1,,,,,,,
195580,2019-02-25 13:42:51,5,,1,,,,,,,7
195587,2019-03-01 11:52:19,,,1,,,,,,,
195595,2018-12-05 17:50:50,38,,,,,,,,,
195622,2018-08-16 13:10:50,,,1,,,,,,,
195655,2019-03-10 05:39:18,,,1,,,,,,,
195674,2019-03-05 18:48:17,,,1,,,,,,,
195690,2019-03-08 11:56:28,,,,,,,,,,
195712,2019-02-12 09:15:34,11,1,1,,,,,,2,
195755,2019-03-09 07:04:18,38,,,,,,,,,
195756,2017-07-25 08:18:40,34,,,,,,,,,
195760,2018-08-07 15:32:03,,,1,,,,,,,
195827,2019-03-14 10:17:23,,,2,,,,,,,32
195956,2019-03-12 11:57:59,27,,30,,,,,,,43
195958,2018-12-18 23:40:48,31,,,,,,,,,
196008,2019-02-27 07:03:17,,,,,,,,,,
196021,2019-03-06 11:02:45,,,,,,,,,,
196041,2019-01-18 15:55:19,24,,13,,4,,,,,2
196068,2018-01-03 12:13:51,,,1,,,,,,,
196085,2019-03-03 08:42:09,,,1,,,,,,,
196127,2018-01-04 14:07:04,,,1,,,,,,,
196153,2019-03-06 10:52:15,31,,,,,,,,,
196231,2019-03-06 07:05:20,,,,,,,,,,
196271,2019-03-14 16:38:24,32,1,62,,,,,,2,2
196295,2019-03-06 21:52:00,31,,,,,,,,,
196299,2018-12-30 07:06:27,,,1,,,,,,,
196377,2019-03-13 15:19:06,17,,18,,,,,,,
196423,2019-02-20 05:37:54,,,1,,,,,,,
196461,2019-02-27 16:07:55,,,12,,,,,,,20
196483,2019-02-27 15:20:09,51,,88,,,,,,,
196486,2019-01-18 05:38:52,,,1,,,,,,,
196531,2018-09-01 11:50:30,,,1,,,,,,,
196607,2019-03-14 23:12:12,,,1,,,,,,,
196620,2019-01-11 07:07:13,31,,,,,,,,,
196637,2018-12-26 10:26:31,38,,,,,,,,,
196676,2019-02-17 05:41:44,,,1,,,,,,,
196722,2019-02-21 10:48:58,,,124,,,,,,,
196727,2018-12-06 10:05:30,,1,,,,,,,,
196795,2019-03-10 05:39:28,38,,,,,,,,,
196846,2018-10-18 10:02:34,34,,1,2,,,,,,
196857,2019-03-06 15:52:38,,,1,,,,,,,
196890,2019-01-11 05:34:26,38,,,,,,,,,
196945,2019-03-07 05:39:32,,,,,,,,,,
197047,2017-06-02 14:05:18,19,,,,,,,,,
197049,2019-02-27 09:52:12,,,1,,,,,,,
197086,2019-02-24 05:46:29,,,1,,,,,,,
197109,2018-01-08 01:33:09,,,1,,,,,,,
197132,2019-02-28 11:52:15,,,1,,,,,,,
197133,2019-03-02 14:51:13,12,,33,,,,,,,14
197174,2018-12-08 12:49:58,,,,,,,,,,
197198,2019-03-01 13:52:05,,,1,,,,,,,
197211,2019-03-19 05:37:43,,,1,,,,,,,
197266,2019-03-16 16:02:33,31,,,,,,,,,
197271,2018-08-22 13:11:11,,,1,,,,,,,
197287,2019-03-06 15:26:57,,,,,,,,,,
197292,2018-10-11 18:51:53,,,1,,,,,,,
197310,2018-12-22 04:52:29,,,,,,,,,,
197393,2019-03-09 23:52:17,,,1,,,,,,,
197435,2019-03-14 11:31:52,12,,30,,,,,,,17
197440,2019-03-14 11:52:47,,,1,,,,,,,
197459,2018-11-01 04:37:04,31,,,,,,,,,
197499,2019-02-26 17:51:58,,,,,,,,,,
197509,2019-02-28 05:34:24,,,1,,,,,,,
197589,2019-03-09 08:01:33,31,,,,,,,,,
197609,2019-02-24 07:02:57,,,1,,,,,,,
197635,2018-11-04 04:50:14,31,,,,,,,,,
197657,2019-02-21 11:52:38,31,,,,,,,,,
197679,2019-03-19 13:16:24,2,,9,,,,,,,
197737,2018-12-19 04:54:11,31,,,,,,,,,
197747,2019-03-13 11:14:25,,,6,,,,,,,1
197756,2019-03-19 11:52:38,,,,,,,,,,
197761,2019-03-19 10:47:41,22,1,94,,,,,,,
197762,2019-03-08 11:48:47,975,,68,,,,,,3,
197780,2019-03-02 16:52:05,,,1,,,,,,,
197802,2018-08-22 12:06:32,,,1,,,,,,,
197811,2019-02-24 05:38:01,34,,1,2,,,,,,
197820,2019-02-28 05:32:41,,,1,,,,,,,
197837,2019-03-06 15:02:31,31,,,,,,,,,
197904,2019-03-03 14:32:12,7,1,2,1,4,,,,,2
197914,2019-03-13 20:52:07,38,,,,,,,,,
197945,2019-03-06 08:42:06,,,1,,,,,,,
197996,2019-02-28 05:36:55,,,1,,,,,,,
198054,2019-01-22 23:01:44,,,1,,,,,,,
198085,2019-03-13 18:37:56,8,,30,,4,1,,,,
198091,2019-03-12 12:12:33,2,,1,3,,,,,2,
198097,2019-03-14 13:52:37,31,,,,,,,,,
198114,2019-03-10 17:52:31,,,,,,,,,,
198170,2018-12-20 07:08:21,31,,,,,,,,,
198183,2019-03-09 16:52:23,31,,,,,,,,,
198189,2018-10-09 17:32:26,,,1,,,,,,,
198226,2019-02-21 17:58:54,,,1,,5,,,,,
198230,2019-03-16 12:32:54,,,1,,,,,,,
198242,2019-03-05 11:52:56,,,1,,,,,,,
198250,2018-09-28 17:52:25,,,1,,,,,,,
198253,2019-02-18 07:03:01,,,1,,,,,,,
198258,2019-03-15 13:52:33,31,,,,,,,,,
198301,2019-03-18 11:18:44,,,,,,,,,,
198302,2019-01-22 18:41:56,,,1,,,,,,,
198333,2018-11-29 15:50:54,,,,,,,,,,
198345,2019-01-22 16:48:45,22,,,,,,,,,11
198364,2018-08-29 14:41:46,27,,20,3,4,1,,,,7
198370,2019-03-12 05:38:01,,,1,,,,,,,
198417,2019-03-14 05:38:02,34,,1,2,,,,,,
198420,2018-11-14 15:07:48,31,,,,,,,,,
198447,2019-02-24 07:02:57,31,,,,,,,,,
198510,2019-01-26 05:42:41,34,,1,2,,,,,,
198511,2019-02-20 12:52:58,,,1,,,,,,,
198548,2019-02-26 05:35:36,,,1,,,,,,,
198559,2019-03-14 15:45:28,960,1,28,,,,,,2,1
198598,2019-02-21 05:36:39,,,1,,,,,,,
198612,2018-10-09 15:11:51,,,1,,,,,,,
198621,2019-02-27 05:35:34,34,,1,2,,,,,,
198641,2018-03-15 14:03:37,,,,,,,,,,
198655,2018-06-22 04:42:12,31,,,,,,,,,
198679,2018-01-03 13:56:10,,,1,,,,,,,
198687,2019-03-05 09:38:22,3,1,2,1,3,,,,,1
198736,2019-03-14 15:42:39,,,1,,,,,,,
198747,2019-03-14 11:25:08,,,1,,,,,,,
198752,2019-02-20 14:33:51,2,,4,,,,,,3,
198776,2019-03-16 13:48:10,6,1,3,,,,,,,
198789,2019-02-25 14:39:45,16,1,,,,,,,,37
198832,2019-02-18 05:36:36,,,1,,,,,,,
198839,2019-01-17 17:02:27,20,1,64,,,,,,,8
198883,2018-06-22 04:42:46,31,,,,,,,,,
198895,2018-12-24 04:43:40,31,,,,,,,,,
198896,2018-01-08 01:32:40,,,1,,,,,,,
198939,2018-09-29 00:22:00,,,,,,,,,,
198978,2019-03-17 05:38:20,,,1,,,,,,,
199046,2019-03-02 08:42:56,31,,,,,,,,,
199065,2019-03-10 19:02:19,,,1,,,,,,,
199082,2019-01-18 09:54:28,22,,,,,,,,,11
199125,2019-01-15 22:51:51,,,1,,,,,,,
199128,2019-03-19 14:46:49,23,,29,,,,,,,2
199142,2017-04-10 11:23:00,38,,,4,5,,,,,
199147,2019-01-26 23:51:56,,,1,,,,,,,
199157,2019-03-14 15:07:22,48,,55,,,,,,,
199181,2019-02-24 05:36:59,,,1,,,,,,,
199278,2018-11-01 04:39:38,31,,,,,,,,,
199279,2019-02-01 18:51:07,,,,,,,,,,
199282,2018-12-27 20:02:12,31,,,,,,,,,
199296,2019-03-06 09:42:47,31,,,,,,,,,
199312,2019-03-13 12:00:07,15,1,8,,,,,,3,144
199331,2018-08-02 11:21:03,22,,1,,5,,,,,9
199345,2018-10-25 04:37:28,,,1,,,,,,,
199352,2019-02-27 07:03:33,,,1,,,,,,,
199466,2019-03-10 05:38:47,,,1,,,,,,,
199502,2019-02-28 10:09:03,10,1,6,,,,,,,
199511,2019-03-02 16:22:02,31,,,,,,,,,
199513,2018-11-30 17:29:42,976,,2,,,,,,,9
199520,2019-03-01 09:52:17,,,,,,,,,,
199546,2019-02-24 05:35:34,,,1,,,,,,,
199550,2018-12-19 12:54:03,31,,,,,,,,,
199629,2019-03-18 15:52:32,,,,,,,,,,
199636,2019-02-21 05:36:09,,,1,,,,,,,
199637,2019-02-22 05:36:46,31,,,,,,,,,
199643,2019-03-15 15:37:37,10,1,2,,,,,,,2
199653,2019-03-17 14:29:39,974,,64,,,,,,,445
199723,2018-11-02 04:45:33,31,,,,,,,,,
199768,2018-10-31 18:30:59,31,,,,,,,,,
199792,2018-06-22 11:51:43,31,,,,,,,,,
199869,2019-03-17 17:21:36,,,14,,,,,,,48
199894,2019-03-13 15:36:26,8,,30,,,,,,,
199900,2018-12-23 04:36:03,,,,,,,,,,
199981,2019-03-08 15:27:16,982,,32,,,,,,2,75
199983,2019-02-27 10:31:40,10,1,5,,,,,,,
199996,2019-02-22 10:54:54,,,1,,,,,,,
199999,2019-01-21 05:40:37,,,1,,,,,,,
200029,2019-02-23 05:37:47,,,1,,,,,,,
200031,2019-02-18 23:31:33,34,,1,2,,,,,,
200038,2019-02-22 12:52:36,,,1,,,,,,,
200075,2019-03-19 00:41:46,38,,28,,3,,,,,20
200145,2019-01-24 07:03:33,,,1,,,,,,,
200153,2018-06-30 04:31:34,,,1,,,,,,,
200163,2019-02-27 12:59:35,8,1,5,,,,,,,
200273,2019-03-01 16:28:17,2,,1,,,,,,,
200315,2019-01-23 09:48:59,24,,8,,6,,,,,21
200341,2018-12-25 04:35:59,31,,,,,,,,,
200359,2019-03-13 14:52:32,,,1,,,,,,,
200410,2019-02-23 07:07:27,31,,,,,,,,,
200419,2019-02-19 05:36:59,,,1,,,,,,,
200422,2019-02-26 05:35:38,,,1,,,,,,,
200430,2019-03-02 08:35:24,,,1,,,,,,,
200434,2018-11-14 10:52:28,31,,,,,,,,,
200465,2019-03-05 14:35:52,974,,16,,,,,,,8
200492,2018-12-01 04:31:33,,,1,,,,,,,
200543,2019-03-18 08:02:27,10,1,2,3,,,,,,
200603,2018-12-19 04:39:30,,,1,,,,,,,
200622,2018-08-07 16:50:14,,,1,,,,,,,
200623,2019-03-01 17:52:00,,,1,,,,,,,
200646,2019-03-05 15:52:39,,,,,,,,,,
200650,2019-03-13 14:42:06,,,1,,,,,,,
200660,2019-02-18 05:35:29,,,1,,,,,,,
200664,2019-03-14 16:52:18,,,1,,,,,,,
200678,2019-03-07 10:52:55,,,1,,,,,,,
200687,2019-03-08 16:52:26,,,,,,,,,,
200689,2018-02-22 21:46:04,34,,1,2,,,,,,
200715,2019-02-23 07:03:44,,,1,,,,,,,
200730,2018-12-20 07:06:33,31,,,,,,,,,
200739,2018-11-23 09:01:57,,,1,,,,,,,
200752,2019-02-16 15:32:05,,,1,,,,,,,
200779,2019-03-15 14:52:41,,,,,,,,,,
200784,2019-02-18 18:33:28,9,1,1,,,,,,,
200794,2018-12-20 04:54:21,31,,,,,,,,,
200834,2019-03-10 05:35:56,,,1,,,,,,,
200850,2019-03-08 16:12:31,31,,,,,,,,,
200858,2019-03-14 15:47:07,,1,29,,,,,,,10
200864,2019-03-17 14:52:43,,,,,,,,,,
200881,2018-09-17 16:41:43,,,,,,,,,,
200882,2019-01-13 10:23:12,,,1,,,,,,,
200885,2018-11-08 16:40:11,,,1,,,,,,,
200917,2019-03-17 10:52:52,,,1,,,,,,,
200969,2018-12-19 04:39:00,31,,,,,,,,,
201017,2018-10-09 16:32:16,,,1,,,,,,,
201079,2018-11-07 04:30:19,38,,,,,,,,,
201101,2018-10-29 04:30:07,,,1,,,,,,,
201147,2019-03-15 05:40:36,31,,,,,,,,,
201171,2019-02-20 10:14:33,,,,,,,,,,
201175,2019-03-04 05:35:45,,,1,,,,,,,
201188,2019-02-20 11:14:01,22,,30,,4,1,,,,4
201211,2019-02-23 05:37:59,,,1,,,,,,,
201223,2019-03-13 16:52:14,,,1,,,,,,,
201264,2019-02-17 10:29:13,2,1,12,4,,,,,,
201271,2019-03-12 18:52:10,31,,,,,,,,,
201291,2019-03-12 16:52:28,,,1,,,,,,,
201297,2018-10-09 16:01:01,34,,1,2,,,,,,
201302,2018-12-21 14:35:14,31,,,,,,,,,
201316,2019-03-03 05:48:57,,,1,,,,,,,
201332,2018-09-06 21:01:37,,,1,,,,,,,
201399,2018-01-05 16:25:58,,,1,,,,,,,
201425,2019-02-01 07:02:31,,,1,,,,,,,
201447,2019-03-11 11:52:46,,,,,,,,,,
201494,2019-03-17 05:38:02,38,,,,,,,,,
201520,2018-06-23 04:42:44,31,,,,,,,,,
201530,2019-03-08 12:52:59,,,,,,,,,,
201577,2018-12-22 04:36:43,,,,,,,,,,
201585,2019-03-01 09:33:30,44,1,354,,,,,,4,6
201646,2018-12-19 14:04:20,31,,,,,,,,,
201648,2018-10-17 16:42:06,,,1,,,,,,,
201675,2019-03-15 14:02:42,,,,,,,,,,
201679,2019-02-17 11:06:27,,,2,,,,,,,
201697,2019-03-02 10:52:19,,,,,,,,,,
201723,2018-03-07 09:31:30,34,,1,2,,,,,,
201725,2018-12-19 05:10:49,31,,,,,,,,,
201732,2019-03-03 14:32:11,7,1,2,1,4,,,,,1
201737,2019-01-23 10:13:01,32,,56,,,,,,,
201753,2019-02-28 05:34:36,,,1,,,,,,,
201785,2019-03-19 09:48:21,24,,1,,,,,,3,26
201815,2019-02-19 07:02:56,,,1,,,,,,,
201833,2019-03-02 13:52:10,,,,,,,,,,
201840,2019-02-21 18:34:18,31,,17,,,,,,,3
201845,2019-03-17 05:38:16,,,1,,,,,,,
201868,2019-01-11 05:42:17,31,,,,,,,,,
201876,2019-03-11 23:06:10,,,,,,,,,,
201879,2018-01-04 13:48:38,,,1,,,,,,,
201962,2018-12-22 04:36:35,,,,,,,,,,
201972,2019-03-08 13:18:06,35,,56,,,,,,,
201985,2019-03-06 11:31:53,31,,,,,,,,,
201993,2019-03-16 16:02:41,31,,,,,,,,,
202007,2019-03-19 13:07:20,,,,,,,,,,
202016,2019-02-20 05:35:43,,,1,,,,,,,
202032,2019-02-25 07:03:34,31,,,,,,,,,
202112,2019-02-18 05:35:32,,,1,,,,,,,
202163,2018-10-09 21:51:44,,,1,,,,,,,
202207,2019-03-10 05:38:25,31,,,,,,,,,
202209,2018-10-17 16:42:05,,,1,,,,,,,
202233,2018-10-09 17:13:40,31,,,,,,,,,
202238,2019-01-03 19:54:58,,,,,,,,,,
202279,2019-02-16 11:52:04,31,,,,,,,,,
202312,2019-03-16 05:35:32,,,1,,,,,,,
202314,2019-03-03 12:42:13,,,,,,,,,,
202370,2018-10-31 18:22:10,31,,,,,,,,,
202431,2018-11-28 17:01:37,31,,,,,,,,,
202457,2019-03-01 17:15:24,16,1,19,3,,,,,,
202482,2019-02-21 05:35:46,,,1,,,,,,,
202487,2018-11-03 04:42:59,31,,,,,,,,,
202506,2019-03-08 16:52:39,,,1,,,,,,,
202572,2018-12-22 13:54:04,31,,,,,,,,,
202627,2019-02-25 07:02:40,34,,1,2,,,,,,
202643,2019-03-14 19:02:51,22,,14,,,,,,,4
202661,2019-02-13 05:34:47,31,,,,,,,,,
202727,2019-01-26 05:39:17,34,,1,2,,,,,,
202756,2019-03-13 13:52:33,,,1,,,,,,,
202801,2019-01-19 05:37:40,,,1,,,,,,,
202816,2019-03-15 15:34:46,24,1,46,4,,,,,2,
202821,2018-07-29 09:09:16,,,,,,,,,,
202854,2019-02-18 10:42:19,,,1,,,,,,,
202878,2019-02-22 05:37:20,,,1,,,,,,,
202907,2018-08-09 11:43:13,,,1,,,,,,,
202915,2019-03-15 05:40:31,34,,1,2,,,,,,
202925,2019-02-16 05:36:46,,,1,,,,,,,
202961,2018-12-03 14:18:35,,,9,,,,,,,
203002,2019-02-18 05:36:40,,,1,,,,,,,
203028,2018-12-20 07:02:44,31,,,,,,,,,
203051,2018-12-19 10:45:42,31,,,,,,,,,
203074,2019-02-14 05:36:50,31,,,,,,,,,
203086,2018-11-20 04:30:29,31,,,,,,,,,
203110,2019-02-15 10:53:25,,,1,,,,,,,
203158,2018-11-28 18:52:40,,,1,,,,,,,
203191,2018-12-08 08:51:30,31,,,,,,,,,
203199,2019-03-10 05:39:46,31,,,,,,,,,
203248,2019-01-26 07:02:51,31,,,,,,,,,
203255,2019-03-11 14:52:22,,,,,,,,,,
203263,2019-03-10 13:26:31,14,,,,2,,,,,31
203274,2019-01-29 11:56:00,986,,18,,,,,,2,92
203284,2018-11-06 15:50:11,,,1,,,,,,,
203315,2018-10-10 04:39:20,,,1,,,,,,,
203348,2019-03-13 18:02:25,,,2,,,,,,,19
203349,2019-03-16 07:04:55,,,1,,,,,,,
203354,2018-01-15 01:10:39,,,1,,,,,,,
203388,2019-03-11 12:52:39,,,1,,,,,,,
203396,2019-02-23 05:47:11,,,1,,,,,,,
203416,2018-11-01 04:34:57,31,,,,,,,,,
203436,2019-03-01 14:23:48,,1,6,2,,,,,2,
203442,2019-03-16 15:12:39,,,1,,,,,,,
203504,2019-03-12 10:14:43,,,,,,,,,,
203538,2019-02-21 09:29:19,12,,1,,,,,,2,47
203636,2018-11-03 04:48:08,,,1,,,,,,,
203653,2019-02-27 05:36:01,,,1,,,,,,,
203678,2019-03-01 17:37:03,,1,,,,,,,,1
203685,2019-02-21 07:03:26,,,1,,,,,,,
203692,2018-12-16 04:33:14,,,1,,,,,,,
203715,2019-03-12 16:03:22,51,,180,,,,,,,
203748,2018-12-19 04:40:59,31,,,,,,,,,
203758,2019-03-01 17:46:11,51,,90,,,,,,,
203760,2019-03-05 17:52:30,,,,,,,,,,
203837,2017-03-15 16:24:41,26,,,,,,,,,
203842,2018-10-24 14:13:48,,,1,,,,,,,
203877,2019-02-27 07:02:53,,,1,,,,,,,
203880,2019-03-06 17:52:18,,,,,,,,,,
203918,2019-03-04 05:35:31,,,1,,,,,,,
203938,2018-09-27 20:42:03,,,1,,,,,,,
203982,2019-02-19 07:03:22,,,1,,,,,,,
204032,2019-03-14 05:38:14,31,,,,,,,,,
204035,2018-11-03 04:41:10,,,1,,,,,,,
204069,2018-11-01 04:40:55,31,,,,,,,,,
204110,2019-03-11 17:42:24,,,1,,,,,,,
204136,2019-02-21 10:37:00,,,,,,,,,,
204169,2019-03-14 10:42:55,,,1,,,,,,,
204183,2019-03-16 10:18:09,,,1,,,,,,,
204184,2019-02-20 05:33:14,,,1,,,,,,,
204203,2019-02-25 15:55:01,27,1,56,,5,,,,,65
204231,2018-11-16 17:03:13,31,,,,,,,,,
204234,2018-06-29 14:12:34,,,1,,,,,,,
204240,2019-02-23 07:03:20,,,1,,,,,,,
204264,2019-03-12 16:52:32,,,1,,,,,,,
204304,2019-02-13 11:54:04,27,1,5,,,,,,,
204331,2019-02-17 05:45:58,,,1,,,,,,,
204351,2018-08-09 11:40:15,,,1,,,,,,,
204354,2019-02-28 10:52:04,,,1,,,,,,,
204396,2019-03-18 14:53:25,21,,1,,,,,,,1
204413,2019-02-23 07:03:36,,,1,,,,,,,
204445,2019-02-20 15:04:54,972,1,30,,,,,,,30
204468,2018-08-27 15:42:04,,,1,,,,,,,
204497,2019-03-16 17:52:33,22,,1,3,,,,,,7
204500,2018-01-09 01:12:17,,,1,,,,,,,
204507,2018-12-20 04:54:36,31,,,,,,,,,
204528,2019-01-21 16:58:13,29,,56,,,,,,,14
204537,2016-05-28 09:26:15,,,,,,,,,,
204568,2019-02-24 05:35:15,,,1,,,,,,,
204579,2019-01-25 15:08:27,,,28,,,,,,,
204594,2018-12-20 07:01:18,31,,,,,,,,,
204638,2019-02-28 05:39:03,,,1,,,,,,,
204643,2018-12-20 04:58:57,,,1,,,,,,,
204661,2018-06-21 15:21:40,31,,,,,,,,,
204667,2019-02-21 19:44:52,15,,18,,,,,,1,1
204680,2019-03-01 15:52:15,,,,,,,,,,
204681,2019-02-15 14:05:53,19,1,6,,,,,,,10
204746,2019-03-18 14:25:58,975,,11,,,,,,2,3
204782,2019-03-01 17:35:46,16,1,19,3,,,,,,
204817,2018-08-09 11:42:46,,,1,,,,,,,
204820,2018-08-28 14:16:21,,,54,,,,,,,
204842,2018-01-04 13:43:41,,,1,,,,,,,
204910,2018-11-14 14:54:11,31,,,,,,,,,
204916,2019-03-08 17:02:49,976,,7,,,,,,,
204941,2019-02-21 05:47:56,31,,,,,,,,,
204951,2019-02-27 15:52:03,,,1,,,,,,,
204957,2019-03-13 18:52:29,,,1,,,,,,,
204961,2019-01-08 05:34:26,31,,,,,,,,,
204971,2018-01-03 12:09:08,,,1,,,,,,,
204981,2019-03-06 09:52:57,,,1,,,,,,,
205003,2018-01-04 14:09:17,,,1,,,,,,,
205028,2019-03-10 05:39:23,,,1,,,,,,,
205063,2018-10-10 11:41:29,,,1,,,,,,,
205103,2018-01-09 01:16:37,,,1,,,,,,,
205146,2019-02-23 15:51:51,,,1,,,,,,,
205148,2019-01-06 05:34:40,,,1,,,,,,,
205172,2019-03-01 05:36:18,31,,,,,,,,,
205178,2019-02-23 07:03:49,31,,,,,,,,,
205257,2019-03-08 05:40:03,,,1,,,,,,,
205281,2018-12-19 05:00:43,31,,,,,,,,,
205351,2018-01-04 14:00:04,,,1,,,,,,,
205370,2019-01-18 05:41:00,,,1,,,,,,,
205377,2019-02-21 05:36:29,,,1,,,,,,,
205398,2019-03-09 05:39:25,,,1,,,,,,,
205417,2018-11-03 04:40:26,31,,,,,,,,,
205443,2019-03-02 05:36:20,,,1,,,,,,,
205453,2018-12-07 17:11:12,,,1,,,,,,,
205454,2019-03-18 09:26:58,6,,2,,,,,,,6
205456,2018-11-21 04:33:10,,,1,,,,,,,
205478,2019-02-27 15:51:53,,,1,,,,,,,
205514,2018-10-21 04:45:19,,,1,,,,,,,
205552,2018-08-09 11:45:19,,,1,,,,,,,
205562,2019-02-26 10:45:46,960,,1,,,,,,,60
205591,2019-03-15 05:40:22,31,,,,,,,,,
205645,2019-03-14 18:15:49,970,,29,,,,,,,1
205650,2019-03-14 16:52:52,18,,,,,,,,,36
205680,2019-03-12 23:59:33,,,,,,,,,,
205750,2017-12-03 17:21:32,9,,9,,3,,,1,,
205804,2018-10-18 10:02:42,,,1,,,,,,,
205807,2019-03-08 05:40:59,,,1,,,,,,,
205811,2019-03-12 05:34:15,,,,,,,,,,
205831,2018-12-19 05:06:26,31,,,,,,,,,
205844,2018-08-31 16:06:02,974,1,172,,,,,,,1
205868,2018-12-23 12:29:31,31,,,,,,,,,
205890,2018-12-13 18:50:16,31,,,,,,,,,
205961,2019-02-20 17:16:22,,,4,,,,,,,
205988,2019-03-09 21:01:40,31,,,,,,,,,
206002,2019-01-31 11:19:39,975,,11,,,,,,,
206035,2019-03-12 15:35:58,17,,23,,,,,,,2
206037,2019-03-19 10:04:12,26,,31,,,,,,,1
206088,2019-02-25 17:47:13,27,,2,,,,,,,
206090,2019-02-13 20:51:06,31,,,,,,,,,
206101,2018-10-24 14:10:36,,,1,,,,,,,
206105,2017-10-27 10:21:09,7,1,,,,,,,,
206111,2019-01-04 05:34:57,31,,,,,,,,,
206159,2018-01-03 01:13:54,38,,,,,,,,,
206165,2018-12-23 07:04:02,,,1,,,,,,,
206167,2019-01-10 12:54:16,32,,1,,,,,,,
206184,2019-02-21 15:31:49,17,,,,,,,,,36
206206,2018-09-12 04:39:42,,,1,,,,,,,
206223,2019-03-01 12:52:22,,,,,,,,,,
206288,2019-03-13 11:01:19,,,5,,,,,,,1
206294,2018-08-08 09:50:21,,,1,,,,,,,
206300,2018-06-29 14:11:50,,,1,,,,,,,
206441,2018-10-09 15:32:28,,,1,,,,,,,
206467,2019-03-01 05:35:10,31,,,,,,,,,
206471,2019-02-17 05:46:31,31,,,,,,,,,
206473,2019-03-05 16:52:52,,,,,,,,,,
206488,2019-03-11 15:30:26,15,,8,,,,,,,1
206502,2019-01-28 12:04:22,,,1,,,,,,,
206516,2019-02-24 05:36:28,31,,,,,,,,,
206551,2019-02-28 12:52:17,,,,,,,,,,
206582,2019-02-22 07:03:23,31,,,,,,,,,
206607,2019-03-13 18:52:19,,,1,,,,,,,
206661,2019-02-17 05:36:41,31,,,,,,,,,
206685,2018-06-22 08:21:09,31,,,,,,,,,
206765,2019-03-11 07:01:30,31,,,,,,,,,
206773,2018-11-07 04:30:17,31,,,,,,,,,
206804,2018-12-07 17:56:19,,,,,,,,,,
206843,2019-03-12 19:52:25,,,1,,,,,,,
206859,2019-03-14 10:09:08,,,15,,,,,,,
206886,2019-03-07 16:23:12,976,,7,,,,,,,
206895,2018-11-01 04:38:29,31,,,,,,,,,
206921,2019-03-10 05:38:32,34,,1,2,,,,,,
206945,2018-01-04 14:03:38,,,1,,,,,,,
206961,2019-02-14 10:34:43,31,,,,,,,,,
206978,2019-03-11 16:26:40,976,,5,,,,,,,
206980,2019-02-22 12:42:13,,,,,,,,,,
206981,2018-08-09 15:32:07,,,1,,,,,,,
206993,2019-03-02 13:51:59,,,1,,,,,,,
207029,2019-03-18 18:52:09,17,1,20,3,,,,,,
207077,2019-02-22 15:31:01,22,1,35,,,,,,,4
207081,2018-11-29 04:30:22,,,1,,,,,,,
207083,2019-03-10 14:35:12,32,,4,,,,,,,23
207104,2019-03-07 18:52:23,,,,,,,,,,
207114,2019-03-09 09:21:41,37,,2,,,,,,,
207166,2018-06-23 04:31:21,38,,,,,,,,,
207228,2018-10-29 04:30:30,,,1,,,,,,,
207257,2018-10-09 17:02:30,31,,,,,,,,,
207268,2019-03-07 17:52:16,,,1,,,,,,,
207344,2019-02-26 18:17:59,,,96,,,,,,,
207345,2019-02-25 09:07:43,2,1,6,4,,,,,,
207373,2018-11-22 04:30:57,31,,,,,,,,,
207454,2018-08-07 15:11:05,34,,1,2,,,,,,
207506,2019-02-14 05:36:10,31,,,,,,,,,
207549,2019-02-26 05:39:08,31,,,,,,,,,
207576,2018-12-19 04:44:53,,,1,,,,,,,
207615,2019-02-13 11:52:03,,,1,,,,,,,
207636,2019-02-18 05:33:58,,,1,,,,,,,
207654,2019-02-20 09:44:00,30,,,,,,,,3,
207668,2018-06-21 15:20:06,31,,,,,,,,,
207815,2019-03-07 14:02:34,31,,,,,,,,,
207838,2019-03-14 05:37:59,,,1,,,,,,,
207843,2019-02-17 05:40:54,,,1,,,,,,,
207883,2017-05-05 12:49:35,24,,,,,,,,,
207938,2019-01-02 05:34:32,38,,,,,,,,,
208028,2019-02-27 05:35:56,31,,,,,,,,,
208037,2018-12-20 07:02:02,31,,,,,,,,,
208042,2019-02-28 12:29:03,6,1,7,,,,,,,
208159,2019-03-04 09:52:07,,,1,,,,,,,
208261,2019-02-28 05:36:31,,,1,,,,,,,
208280,2018-11-21 04:30:55,,,1,,,,,,,
208301,2019-03-05 10:03:26,19,1,16,1,,,,,,
208340,2018-11-14 15:07:03,31,,,,,,,,,
208358,2018-06-29 14:03:25,,,1,,,,,,,
208362,2019-03-11 21:52:16,,,,,,,,,,
208395,2018-10-13 11:20:27,,,1,,,,,,,
208444,2018-08-12 13:22:08,,,1,,,,,,,
208452,2016-09-02 11:23:32,,1,,,,,,,1,
208489,2019-02-20 05:36:03,,,1,,,,,,,
208575,2019-03-01 05:36:27,,,1,,,,,,,
208658,2019-03-02 13:02:07,,,,,,,,,,
208676,2019-02-28 14:51:54,,,,,,,,,,
208701,2018-10-24 14:18:10,34,,1,2,,,,,,
208705,2018-12-23 04:37:33,31,,,,,,,,,
208713,2019-02-20 13:43:55,,,,,,,,,,
208719,2019-02-18 15:17:53,27,1,2,,,,,,,
208744,2018-03-29 21:01:02,38,,,,,,,,,
208861,2018-09-28 15:54:06,,,,1,,,,,,5
